source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
5145,TXN_7785342,Tea,4,3.0,12.0,Digital Wallet,Takeaway,2023-07-12,2023-07,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5146,TXN_7476282,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-01-20,2023-01,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5147,TXN_2203002,Tea,1,3.0,3.0,Digital Wallet,Unknown Location,2023-10-27,2023-10,Friday,Weekday,Unknown Province,False,False,False,False,False,False,False,True,True,False,False
5148,TXN_1440570,Sandwich,1,8.0,8.0,Digital Wallet,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
5149,TXN_5772481,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-21,2023-07,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5150,TXN_6990102,Salad,1,9.0,9.0,Digital Wallet,Takeaway,2023-09-18,2023-09,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5151,TXN_3438127,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-02-17,2023-02,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5152,TXN_4921474,Coffee,2,3.5,7.0,Cash,In-store,2023-08-14,2023-08,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5153,TXN_8850993,Coffee,1,3.5,3.5,Credit Card,In-store,2023-10-29,2023-10,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5154,TXN_1160617,Cookie,1,2.5,2.5,Digital Wallet,Takeaway,2023-04-04,2023-04,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5155,TXN_9839771,Coffee,4,3.5,14.0,Credit Card,Takeaway,2023-10-17,2023-10,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5156,TXN_4490217,Tea,1,3.0,3.0,Credit Card,In-store,2023-10-12,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5157,TXN_2613447,Donut,1,2.0,2.0,Cash,In-store,2023-07-04,2023-07,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5158,TXN_3230250,Juice,1,4.5,4.5,Credit Card,Takeaway,2023-10-01,2023-10,Sunday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5159,TXN_7112725,Cookie,2,2.5,5.0,Credit Card,In-store,2023-08-25,2023-08,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5160,TXN_8368054,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-05-18,2023-05,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5161,TXN_9074383,Coffee,3,3.5,10.5,Credit Card,In-store,2023-02-20,2023-02,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5162,TXN_7801043,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-11-22,2023-11,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5163,TXN_3393248,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-11-13,2023-11,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5164,TXN_3992728,Tea,3,3.0,9.0,Cash,In-store,2023-12-23,2023-12,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5165,TXN_3001571,Salad,1,9.0,9.0,Credit Card,Takeaway,2023-05-06,2023-05,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5166,TXN_3394831,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-05,2023-04,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5167,TXN_8713319,Tea,2,3.0,6.0,Cash,Takeaway,2023-04-20,2023-04,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5168,TXN_2521913,Coffee,5,3.5,17.5,Credit Card,In-store,2023-11-15,2023-11,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5169,TXN_6680154,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-01-17,2023-01,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5170,TXN_5599191,Refresher,1,5.0,5.0,Cash,In-store,2023-01-24,2023-01,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5171,TXN_2520741,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-12-03,2023-12,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5172,TXN_3122551,Tea,1,3.0,3.0,Cash,Takeaway,2023-09-22,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5173,TXN_7150398,Coffee,2,3.5,7.0,Credit Card,In-store,2023-01-30,2023-01,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5174,TXN_7069568,Donut,1,2.0,2.0,Credit Card,In-store,2023-05-15,2023-05,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5175,TXN_8624587,Refresher,1,5.0,5.0,Digital Wallet,Takeaway,2023-03-28,2023-03,Tuesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5176,TXN_5640088,Coffee,2,3.5,7.0,Credit Card,In-store,2023-11-11,2023-11,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5177,TXN_3996295,Donut,2,2.0,4.0,Unknown Payment,Takeaway,2023-05-26,2023-05,Friday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
5178,TXN_6480287,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-26,2023-04,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5179,TXN_6879733,Cookie,3,2.5,7.5,Digital Wallet,Takeaway,2023-12-09,2023-12,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5180,TXN_3223029,Sandwich,1,8.0,8.0,Unknown Payment,In-store,2023-04-14,2023-04,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
5181,TXN_2726162,Cookie,2,2.5,5.0,Cash,In-store,2023-10-27,2023-10,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5182,TXN_8374123,Sandwich,1,8.0,8.0,Unknown Payment,In-store,2023-06-05,2023-06,Monday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
5183,TXN_5029422,Juice,3,4.5,13.5,Unknown Payment,Unknown Location,2023-05-01,2023-05,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,True,False,False,False
5184,TXN_1538559,Tea,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-06,2023-12,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5185,TXN_1193083,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-06-26,2023-06,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5186,TXN_7340810,Cookie,1,2.5,2.5,Cash,In-store,2023-09-12,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5187,TXN_1768434,Sandwich,4,8.0,32.0,Unknown Payment,In-store,2023-07-14,2023-07,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
5188,TXN_4268224,Coffee,1,3.5,3.5,Credit Card,In-store,2023-01-03,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5189,TXN_9505448,Tea,2,3.0,6.0,Credit Card,In-store,2023-09-20,2023-09,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5190,TXN_5984410,Coffee,1,3.5,3.5,Credit Card,In-store,2023-07-14,2023-07,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5191,TXN_3897556,Donut,5,2.0,10.0,Credit Card,In-store,2023-10-30,2023-10,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5192,TXN_2368781,Sandwich,4,8.0,32.0,Digital Wallet,Takeaway,2023-05-01,2023-05,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5193,TXN_5493110,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-01-05,2023-01,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5194,TXN_2795134,Cookie,2,2.5,5.0,Credit Card,In-store,2023-06-12,2023-06,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5195,TXN_9667408,Refresher,3,5.0,15.0,Credit Card,In-store,2023-08-25,2023-08,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5196,TXN_2762416,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
5197,TXN_1251267,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-15,2023-08,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5198,TXN_6319915,Refresher,1,5.0,5.0,Cash,In-store,2023-08-30,2023-08,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5199,TXN_9151405,Salad,1,9.0,9.0,Digital Wallet,Takeaway,2023-06-07,2023-06,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5200,TXN_9501205,Coffee,3,3.5,10.5,Credit Card,In-store,2023-08-03,2023-08,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5201,TXN_2610189,Tea,2,3.0,6.0,Digital Wallet,In-store,2023-10-23,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5202,TXN_4900877,Sandwich,2,8.0,16.0,Credit Card,Unknown Location,2023-01-20,2023-01,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
5203,TXN_4060079,Donut,1,2.0,2.0,Cash,Takeaway,2023-01-25,2023-01,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5204,TXN_2177016,Sandwich,3,8.0,24.0,Digital Wallet,In-store,2023-09-17,2023-09,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5205,TXN_6164292,Sandwich,3,8.0,24.0,Credit Card,In-store,2023-05-23,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5206,TXN_4737992,Cookie,2,2.5,5.0,Cash,In-store,2023-12-01,2023-12,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5207,TXN_9660075,Coffee,4,3.5,14.0,Credit Card,In-store,2023-11-23,2023-11,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5208,TXN_5786626,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-04-09,2023-04,Sunday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5209,TXN_1507620,Refresher,3,5.0,15.0,Cash,Takeaway,2023-02-01,2023-02,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5210,TXN_9693367,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-01-13,2023-01,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5211,TXN_3024157,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-12-18,2023-12,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5212,TXN_1158948,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-21,2023-07,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5213,TXN_1977239,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-11-12,2023-11,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5214,TXN_4130560,Refresher,3,5.0,15.0,Cash,In-store,2023-08-02,2023-08,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5215,TXN_7786258,Coffee,3,3.5,10.5,Credit Card,In-store,2023-06-07,2023-06,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5216,TXN_3213537,Coffee,2,3.5,7.0,Cash,In-store,2023-10-12,2023-10,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5217,TXN_3758641,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-05-23,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5218,TXN_4553531,Tea,4,3.0,12.0,Credit Card,Takeaway,2023-11-16,2023-11,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5219,TXN_3293482,Cookie,1,2.5,2.5,Digital Wallet,In-store,2023-07-04,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5220,TXN_1733480,Tea,2,3.0,6.0,Credit Card,In-store,2023-08-04,2023-08,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5221,TXN_6199055,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-10-20,2023-10,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5222,TXN_1900954,Donut,1,2.0,2.0,Credit Card,Takeaway,2023-07-21,2023-07,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5223,TXN_1378050,Donut,2,2.0,4.0,Credit Card,Takeaway,2023-03-16,2023-03,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5224,TXN_1929598,Sandwich,1,8.0,8.0,Unknown Payment,Takeaway,2023-06-05,2023-06,Monday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
5225,TXN_3209089,Donut,1,2.0,2.0,Cash,Unknown Location,2023-11-07,2023-11,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
5226,TXN_5282501,Donut,2,2.0,4.0,Credit Card,In-store,2023-03-22,2023-03,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5227,TXN_2492045,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-03-10,2023-03,Friday,Weekday,British Columbia,False,False,True,False,False,False,False,False,False,False,False
5228,TXN_3615127,Juice,2,4.5,9.0,Digital Wallet,In-store,2023-07-24,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5229,TXN_2255258,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-04,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5230,TXN_8233003,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-03-19,2023-03,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5231,TXN_3252351,Salad,1,9.0,9.0,Credit Card,In-store,2023-06-18,2023-06,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5232,TXN_6198372,Coffee,3,3.5,10.5,Cash,Unknown Location,2023-09-19,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
5233,TXN_5400729,Sandwich,1,8.0,8.0,Cash,In-store,2023-08-17,2023-08,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5234,TXN_4713268,Tea,3,3.0,9.0,Unknown Payment,Takeaway,2023-05-02,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
5235,TXN_6106348,Donut,2,2.0,4.0,Cash,In-store,2023-05-25,2023-05,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5236,TXN_5222974,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-10-11,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5237,TXN_3470174,Refresher,3,5.0,15.0,Cash,In-store,2023-08-24,2023-08,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5238,TXN_3533447,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-02,2023-06,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5239,TXN_8551674,Sandwich,1,8.0,8.0,Cash,Unknown Location,2023-05-31,2023-05,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
5240,TXN_2891087,Juice,1,4.5,4.5,Credit Card,In-store,2023-03-17,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5241,TXN_6507252,Sandwich,1,8.0,8.0,Digital Wallet,In-store,2023-09-20,2023-09,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5242,TXN_3973150,Sandwich,5,8.0,40.0,Digital Wallet,Unknown Location,2023-05-11,2023-05,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
5243,TXN_4621022,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-10-26,2023-10,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5244,TXN_2755810,Sandwich,3,8.0,24.0,Credit Card,Takeaway,2023-08-07,2023-08,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5245,TXN_8970040,Salad,2,9.0,18.0,Cash,In-store,2023-10-07,2023-10,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5246,TXN_1724718,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-10-05,2023-10,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5247,TXN_5244541,Salad,4,9.0,36.0,Cash,In-store,2023-11-14,2023-11,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5248,TXN_1563416,Donut,5,2.0,10.0,Cash,In-store,2023-12-13,2023-12,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5249,TXN_1325054,Salad,4,9.0,36.0,Unknown Payment,In-store,2023-02-02,2023-02,Thursday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
5250,TXN_4113206,Coffee,2,3.5,7.0,Credit Card,In-store,2023-07-17,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5251,TXN_2445631,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-08-16,2023-08,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5252,TXN_6919751,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-01-24,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5253,TXN_4204455,Cookie,2,2.5,5.0,Unknown Payment,In-store,2023-03-16,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
5254,TXN_8612765,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-09-19,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5255,TXN_3166173,Salad,2,9.0,18.0,Credit Card,Takeaway,2023-07-12,2023-07,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5256,TXN_7300072,Cookie,3,2.5,7.5,Cash,In-store,2023-08-10,2023-08,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5257,TXN_3673294,Coffee,1,3.5,3.5,Digital Wallet,Unknown Location,2023-01-10,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
5258,TXN_5134838,Donut,1,2.0,2.0,Cash,In-store,2023-09-22,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5259,TXN_2212119,Coffee,4,3.5,14.0,Digital Wallet,Takeaway,2023-05-19,2023-05,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5260,TXN_6938508,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-09-21,2023-09,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5261,TXN_9809096,Cookie,1,2.5,2.5,Credit Card,In-store,2023-10-02,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5262,TXN_6879315,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-05-19,2023-05,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5263,TXN_8485865,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-13,2023-11,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5264,TXN_9615664,Sandwich,1,8.0,8.0,Credit Card,Takeaway,2023-10-18,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5265,TXN_6807879,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-12-25,2023-12,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5266,TXN_2817913,Refresher,1,5.0,5.0,Credit Card,In-store,2023-05-15,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5267,TXN_7478450,Donut,2,2.0,4.0,Cash,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
5268,TXN_5014183,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-09-09,2023-09,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5269,TXN_4864538,Coffee,1,3.5,3.5,Credit Card,In-store,2023-06-12,2023-06,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5270,TXN_4851698,Donut,3,2.0,6.0,Credit Card,In-store,2023-03-09,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5271,TXN_7467069,Tea,2,3.0,6.0,Cash,In-store,2023-01-02,2023-01,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5272,TXN_5592775,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-01-01,2023-01,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5273,TXN_6309863,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-03-29,2023-03,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5274,TXN_1457120,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-04-02,2023-04,Sunday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5275,TXN_7564244,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-06-09,2023-06,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5276,TXN_2777952,Coffee,4,3.5,14.0,Unknown Payment,Takeaway,2023-03-14,2023-03,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
5277,TXN_8630696,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-05-18,2023-05,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5278,TXN_7774838,Refresher,3,5.0,15.0,Digital Wallet,In-store,2023-02-05,2023-02,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5279,TXN_9005440,Refresher,3,5.0,15.0,Digital Wallet,In-store,2023-05-26,2023-05,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5280,TXN_1675128,Salad,1,9.0,9.0,Credit Card,Takeaway,2023-02-10,2023-02,Friday,Weekday,Saskatchewan,False,False,False,True,False,False,False,False,False,False,False
5281,TXN_1821573,Cookie,1,2.5,2.5,Digital Wallet,In-store,2023-12-16,2023-12,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5282,TXN_2757325,Coffee,1,3.5,3.5,Credit Card,In-store,2023-01-18,2023-01,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5283,TXN_9969752,Coffee,1,3.5,3.5,Cash,In-store,,,,,Saskatchewan,False,True,False,False,False,False,False,False,False,False,False
5284,TXN_3749055,Donut,4,2.0,8.0,Digital Wallet,Unknown Location,2023-10-09,2023-10,Monday,Weekday,Unknown Province,False,False,False,False,False,False,False,True,True,False,False
5285,TXN_5115114,Sandwich,1,8.0,8.0,Credit Card,Takeaway,2023-03-02,2023-03,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5286,TXN_3958182,Salad,1,9.0,9.0,Digital Wallet,Takeaway,2023-12-13,2023-12,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5287,TXN_1661275,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-09-13,2023-09,Wednesday,Weekday,Ontario,False,False,False,False,False,False,False,False,False,False,False
5288,TXN_1863366,Donut,1,2.0,2.0,Cash,In-store,2023-05-21,2023-05,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5289,TXN_7948881,Sandwich,1,8.0,8.0,Credit Card,Unknown Location,2023-10-12,2023-10,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
5290,TXN_7980815,Sandwich,1,8.0,8.0,Cash,In-store,2023-06-05,2023-06,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5291,TXN_4224513,Donut,3,2.0,6.0,Cash,Unknown Location,2023-04-23,2023-04,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,True,False,False,False
5292,TXN_5137302,Coffee,1,3.5,3.5,Unknown Payment,Takeaway,2023-02-23,2023-02,Thursday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
5293,TXN_9614401,Refresher,2,5.0,10.0,Digital Wallet,In-store,2023-09-22,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5294,TXN_7004888,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-11-29,2023-11,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5295,TXN_5944298,Donut,2,2.0,4.0,Digital Wallet,In-store,2023-09-13,2023-09,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5296,TXN_6068808,Tea,1,3.0,3.0,Cash,In-store,2023-06-29,2023-06,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5297,TXN_6086124,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-02-04,2023-02,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5298,TXN_8832334,Tea,2,3.0,6.0,Cash,In-store,2023-08-14,2023-08,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5299,TXN_4520173,Coffee,2,3.5,7.0,Credit Card,In-store,2023-02-23,2023-02,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5300,TXN_9501583,Coffee,1,3.5,3.5,Credit Card,In-store,2023-11-30,2023-11,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
